cone_ID,population,generation,maternal_line,treatment,fertilizer,position,rack,root_mass,veg_mass,floral_mass,total_biomass
355,Soap_Creek_Atwood_29270,ancestor,1160,wet,1x,401,9,0.0751,0.1696,,0.2447
356,Soap_Creek_Atwood_29270,ancestor,1161,wet,1x,344,8,0.0816,0.1809,0.0027,0.2652
357,Soap_Creek_Atwood_29270,ancestor,1163,wet,1x,473,10,,,,0
358,Soap_Creek_Atwood_29270,ancestor,1256,wet,1x,435,10,0.0526,0.1738,0.0011,0.2275
359,Soap_Creek_Atwood_29270,ancestor,1436,wet,1x,288,6,,,,0
360,Soap_Creek_Atwood_29270,ancestor,1449,wet,1x,439,10,0.0023,0.0038,,0.0061
361,Soap_Creek_Atwood_29270,descendant,12,wet,1x,268,6,,,,0
362,Soap_Creek_Atwood_29270,descendant,208,wet,1x,316,7,,,,0
363,Soap_Creek_Atwood_29270,descendant,209,wet,1x,332,7,0.04,0.1073,0.0023,0.1496
364,Soap_Creek_Atwood_29270,descendant,490,wet,1x,340,8,,,,0
365,Soap_Creek_Atwood_29270,descendant,522,wet,1x,248,6,,,,0
366,Soap_Creek_Atwood_29270,descendant,547,wet,1x,318,7,0.0959,0.2017,,0.2976
367,Soap_Creek_Atwood_29270,descendant,602,wet,1x,379,8,,,,0
368,Soap_Creek_Atwood_29270,descendant,781,wet,1x,260,6,0.0804,0.1779,0.0596,0.3179
369,Soap_Creek_Atwood_29270,descendant,782,wet,1x,325,7,0.0823,0.2647,0.0112,0.3582
370,Soap_Creek_Atwood_29270,descendant,784,wet,1x,261,6,0.0503,0.1058,0.0286,0.1847
371,Soap_Creek_Atwood_29270,descendant,829,wet,1x,287,6,,,,0
372,Soap_Creek_Atwood_29270,descendant,830,wet,1x,317,7,0.0788,0.1705,,0.2493
373,Soap_Creek_Atwood_29270,descendant,831,wet,1x,396,9,,,,0
374,Soap_Creek_Atwood_29270,descendant,835,wet,1x,479,10,0.06,0.1024,0.161,0.3234
375,Soap_Creek_Atwood_29270,descendant,905,wet,1x,311,7,0.0303,0.1206,,0.1509
376,Soap_Creek_Atwood_29270,descendant,906,wet,1x,284,6,0.0386,0.064,,0.1026
377,Soap_Creek_Atwood_29270,descendant,909,wet,1x,264,6,0.0833,0.1852,,0.2685
378,Soap_Creek_Atwood_29270,descendant,910,wet,1x,303,7,,,,0
379,Soap_Creek_Atwood_29270,descendant,911,wet,1x,341,8,,,,0
380,Soap_Creek_Atwood_29270,descendant,1346,wet,1x,441,10,0.091,0.2477,,0.3387
381,Soap_Creek_Atwood_29270,descendant,1354,wet,1x,453,10,0.0478,0.1661,0.0041,0.218
382,Soap_Creek_Atwood_29270,descendant,1555,wet,1x,420,9,0.067,0.1345,,0.2015
383,Soap_Creek_Atwood_29270,descendant,1615,wet,1x,324,7,0.0833,0.1628,0.0504,0.2965
384,Soap_Creek_Atwood_29270,descendant,1948,wet,1x,277,6,,,,0
385,Soap_Creek_Fertig_26439,ancestor,544,wet,1x,348,8,0.091,0.1924,,0.2834
386,Soap_Creek_Fertig_26439,ancestor,544,wet,1x,352,8,0.0622,0.2136,,0.2758
387,Soap_Creek_Fertig_26439,ancestor,680,wet,1x,249,6,0.0668,0.163,,0.2298
388,Soap_Creek_Fertig_26439,ancestor,680,wet,1x,434,10,0.1119,0.2523,,0.3642
389,Soap_Creek_Fertig_26439,ancestor,709,wet,1x,463,10,,,,0
390,Soap_Creek_Fertig_26439,ancestor,709,wet,1x,425,9,,,,0
391,Soap_Creek_Fertig_26439,ancestor,1015,wet,1x,426,9,0.0368,0.094,,0.1308
392,Soap_Creek_Fertig_26439,ancestor,1015,wet,1x,428,9,0.0996,0.2587,,0.3583
393,Soap_Creek_Fertig_26439,ancestor,1125,wet,1x,322,7,,,,0
394,Soap_Creek_Fertig_26439,ancestor,1125,wet,1x,427,9,0.0425,0.1254,,0.1679
395,Soap_Creek_Fertig_26439,ancestor,1127,wet,1x,470,10,0.0642,0.1338,,0.198
396,Soap_Creek_Fertig_26439,ancestor,1127,wet,1x,368,8,0.1211,0.2466,,0.3677
397,Soap_Creek_Fertig_26439,ancestor,1164,wet,1x,478,10,0.04,0.1627,,0.2027
398,Soap_Creek_Fertig_26439,ancestor,1164,wet,1x,328,7,0.0441,0.0789,,0.123
399,Soap_Creek_Fertig_26439,ancestor,1165,wet,1x,301,7,0.0141,0.0577,,0.0718
400,Soap_Creek_Fertig_26439,ancestor,1165,wet,1x,309,7,,,,0
401,Soap_Creek_Fertig_26439,ancestor,1167,wet,1x,424,9,0.1113,0.272,,0.3833
402,Soap_Creek_Fertig_26439,ancestor,1167,wet,1x,350,8,,,,0
403,Soap_Creek_Fertig_26439,ancestor,1203,wet,1x,319,7,,,,0
404,Soap_Creek_Fertig_26439,ancestor,1203,wet,1x,299,7,,,,0
405,Soap_Creek_Fertig_26439,ancestor,1291,wet,1x,342,8,,,,0
406,Soap_Creek_Fertig_26439,ancestor,1291,wet,1x,273,6,0.1608,0.3043,,0.4651
407,Soap_Creek_Fertig_26439,ancestor,1389,wet,1x,455,10,0.0689,0.2956,,0.3645
408,Soap_Creek_Fertig_26439,ancestor,1421,wet,1x,321,7,0.1345,0.2573,,0.3918
409,Soap_Creek_Fertig_26439,descendant,33,wet,1x,462,10,0.0752,0.1934,,0.2686
410,Soap_Creek_Fertig_26439,descendant,40,wet,1x,408,9,0.0021,0.0186,,0.0207
411,Soap_Creek_Fertig_26439,descendant,42,wet,1x,429,9,0.0773,0.1633,0.0028,0.2434
412,Soap_Creek_Fertig_26439,descendant,509,wet,1x,416,9,,,,0
413,Soap_Creek_Fertig_26439,descendant,510,wet,1x,327,7,0.0973,0.2035,0.072,0.3728
414,Soap_Creek_Fertig_26439,descendant,511,wet,1x,438,10,0.0941,0.1645,0.0557,0.3143
415,Soap_Creek_Fertig_26439,descendant,558,wet,1x,393,9,0.0584,0.2771,0.0094,0.3449
416,Soap_Creek_Fertig_26439,descendant,967,wet,1x,480,10,,,,0
417,Soap_Creek_Fertig_26439,descendant,1131,wet,1x,293,7,,,,0
418,Soap_Creek_Fertig_26439,descendant,1133,wet,1x,395,9,,,,0
419,Soap_Creek_Fertig_26439,descendant,1391,wet,1x,262,6,0.0699,0.1755,,0.2454
420,Soap_Creek_Fertig_26439,descendant,1474,wet,1x,358,8,0.0049,0.0187,,0.0236
421,Soap_Creek_Fertig_26439,descendant,1545,wet,1x,477,10,0.1055,0.1928,,0.2983
422,Soap_Creek_Fertig_26439,descendant,1547,wet,1x,442,10,0.041,0.0819,,0.1229
423,Soap_Creek_Fertig_26439,descendant,1620,wet,1x,365,8,,,,0
424,Soap_Creek_Fertig_26439,descendant,1715,wet,1x,376,8,0.0475,0.1494,,0.1969
425,Soap_Creek_Fertig_26439,descendant,1893,wet,1x,279,6,0.121,0.2905,,0.4115
426,Soap_Creek_Fertig_26439,descendant,1951,wet,1x,386,9,0.0595,0.1348,,0.1943
427,Soap_Creek_Fertig_26439,descendant,1982,wet,1x,390,9,0.1307,0.2616,0.0188,0.4111
428,Soap_Creek_Fertig_26439,descendant,1984,wet,1x,475,10,,,,0
429,Soap_Creek_Fertig_26439,descendant,1986,wet,1x,323,7,,,,0
430,Soap_Creek_Fertig_26439,descendant,2062,wet,1x,354,8,0.0309,0.0747,,0.1056
431,Soap_Creek_Fertig_26439,descendant,2067,wet,1x,369,8,0.0485,0.1241,,0.1726
432,Soap_Creek_Fertig_26439,descendant,2068,wet,1x,257,6,0.0738,0.1744,,0.2482
433,Soap_Creek_Fertig_29450,ancestor,4,wet,1x,244,6,,,,0
434,Soap_Creek_Fertig_29450,ancestor,5,wet,1x,476,10,0.0945,0.1967,,0.2912
435,Soap_Creek_Fertig_29450,ancestor,7,wet,1x,415,9,0.1308,0.3225,,0.4533
436,Soap_Creek_Fertig_29450,ancestor,9,wet,1x,402,9,0.0779,0.1656,,0.2435
437,Soap_Creek_Fertig_29450,ancestor,10,wet,1x,404,9,0.0589,0.1755,,0.2344
438,Soap_Creek_Fertig_29450,ancestor,712,wet,1x,437,10,0.0487,0.2187,,0.2674
439,Soap_Creek_Fertig_29450,ancestor,713,wet,1x,355,8,0.059,0.1298,,0.1888
440,Soap_Creek_Fertig_29450,ancestor,715,wet,1x,310,7,0.0657,0.1409,,0.2066
441,Soap_Creek_Fertig_29450,ancestor,776,wet,1x,464,10,,,,0
442,Soap_Creek_Fertig_29450,ancestor,823,wet,1x,454,10,0.0834,0.2163,,0.2997
443,Soap_Creek_Fertig_29450,ancestor,826,wet,1x,281,6,0.0821,0.1984,,0.2805
444,Soap_Creek_Fertig_29450,ancestor,827,wet,1x,313,7,0.0806,0.1873,,0.2679
445,Soap_Creek_Fertig_29450,ancestor,954,wet,1x,389,9,0.0664,0.1396,,0.206
446,Soap_Creek_Fertig_29450,ancestor,956,wet,1x,294,7,0.0355,0.0736,0.0052,0.1143
447,Soap_Creek_Fertig_29450,ancestor,1052,wet,1x,384,8,0.0624,0.1336,,0.196
448,Soap_Creek_Fertig_29450,ancestor,1055,wet,1x,304,7,0.0516,0.1555,,0.2071
449,Soap_Creek_Fertig_29450,ancestor,1057,wet,1x,337,8,,,,0
450,Soap_Creek_Fertig_29450,ancestor,1058,wet,1x,292,7,,,,0
451,Soap_Creek_Fertig_29450,ancestor,1059,wet,1x,469,10,0.0833,0.2207,,0.304
452,Soap_Creek_Fertig_29450,ancestor,1060,wet,1x,353,8,0.0878,0.2626,,0.3504
453,Soap_Creek_Fertig_29450,ancestor,1169,wet,1x,422,9,0.08,0.1573,0.1051,0.3424
454,Soap_Creek_Fertig_29450,ancestor,1170,wet,1x,461,10,0.0545,0.2121,,0.2666
455,Soap_Creek_Fertig_29450,ancestor,1171,wet,1x,266,6,0.0887,0.2363,,0.325
456,Soap_Creek_Fertig_29450,ancestor,1320,wet,1x,267,6,0.0794,0.191,,0.2704
457,Soap_Creek_Fertig_29450,descendant,43,wet,1x,433,10,0.0681,0.199,,0.2671
458,Soap_Creek_Fertig_29450,descendant,561,wet,1x,269,6,0.0844,0.1103,,0.1947
459,Soap_Creek_Fertig_29450,descendant,596,wet,1x,443,10,0.0198,0.0751,,0.0949
460,Soap_Creek_Fertig_29450,descendant,684,wet,1x,447,10,0.0105,0.0474,,0.0579
461,Soap_Creek_Fertig_29450,descendant,721,wet,1x,259,6,0.0841,0.1894,0.0683,0.3418
462,Soap_Creek_Fertig_29450,descendant,750,wet,1x,370,8,0.0781,0.2002,,0.2783
463,Soap_Creek_Fertig_29450,descendant,825,wet,1x,399,9,0.0062,0.0253,,0.0315
464,Soap_Creek_Fertig_29450,descendant,1134,wet,1x,397,9,0.1069,0.2351,,0.342
465,Soap_Creek_Fertig_29450,descendant,1136,wet,1x,371,8,,,,0
466,Soap_Creek_Fertig_29450,descendant,1175,wet,1x,471,10,0.0523,0.1042,0.0217,0.1782
467,Soap_Creek_Fertig_29450,descendant,1277,wet,1x,357,8,,,,0
468,Soap_Creek_Fertig_29450,descendant,1278,wet,1x,465,10,0.0953,0.239,,0.3343
469,Soap_Creek_Fertig_29450,descendant,1484,wet,1x,362,8,0.0805,0.1987,,0.2792
470,Soap_Creek_Fertig_29450,descendant,1657,wet,1x,366,8,,,,0
471,Soap_Creek_Fertig_29450,descendant,1716,wet,1x,467,10,0.0385,0.1188,,0.1573
472,Soap_Creek_Fertig_29450,descendant,1853,wet,1x,285,6,,,,0
473,Soap_Creek_Fertig_29450,descendant,1949,wet,1x,246,6,0.0016,0.0048,,0.0064
474,Soap_Creek_Fertig_29450,descendant,1954,wet,1x,306,7,0.0004,0.0032,,0.0036
475,Soap_Creek_Fertig_29450,descendant,2027,wet,1x,283,6,0.0098,0.0207,,0.0305
476,Soap_Creek_Fertig_29450,descendant,2064,wet,1x,391,9,0.0271,0.0805,,0.1076
477,Soap_Creek_Fertig_29450,descendant,2065,wet,1x,275,6,,,,0
478,Soap_Creek_Fertig_29450,descendant,2085,wet,1x,431,9,,,,0
479,Soap_Creek_Fertig_29450,descendant,2091,wet,1x,305,7,,,,0
480,Soap_Creek_Fertig_29450,descendant,2092,wet,1x,329,7,0.0001,0.0088,,0.0089
